CNPJ;RAZAO SOCIAL;GRUPO EMPRESA;GRUPO LOBE;TIPO;REGIME TRIBUTARIO;REGIME APURACAO;CERTIFICADO DIGITAL;Validade Certificados;CONTRATO SOCIAL;UF;MUNICIPIO;E-MAIL FISCAL ;E-MAIL CONTABIL;E-MAIL FINANCEIRO;CNPJ;;RESPONSAVEL DP;;GRUPO;LIDER - GRUPO;QUANTIDADE
25.078.852/0001-22;NBM REPRESENTACAO COMERCIAL;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F25078852000122%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;21/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F25078852000122%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;nilzaadm@gmail.com;2,50789E+13;2,50789E+13;SEM FOLHA;;;;
13.784.435/0002-05;NATA WESLEY MENDANHA- 05;GRUPO NATA WESLEY;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F13784435000205%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;08/10/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F13784435000205%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;perfilcosmeticosnwm@hotmail.com;1,37844E+13;1,37844E+13;SEM FOLHA;;;;
24.758.322/0001-62;PREST SERVICE ADMINISTRADORA E SERVICOS;GRUPO PARCERIA;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F24758322000162%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;01/05/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F24758322000162%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;2,47583E+13;2,47583E+13;HUGO GONZAGA;;;;
29.323.403/0001-53;RAFAEL DIAS DE SOUSA SOCIEDADE LTDA;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F29323403000153%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F29323403000153%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;;;rafael_diass@yahoo.com.br;2,93234E+13;2,93234E+13;SEM FOLHA;;;;
29.333.686/0001-14;RD CONSULTORIA E ASSESSORIA LTDA;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F29333686000114%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;01/11/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F29333686000114%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;kadugyn@hotmail.com;2,93337E+13;2,93337E+13;SEM FOLHA;;;;
34.560.553/0001-10;RFC CONSULTORIA DE TECNOLOGIA;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F34560553000110%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F34560553000110%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;ronnefaby@gmail.com;3,45606E+13;3,45606E+13;SEM FOLHA;;;;
27.479.610/0001-76;GMB SERVICOS EIRELI;GRUPO SUPERMEDICA;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F27479610000176%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;28/07/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F27479610000176%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contabilidade01@supermedica.com.br;2,74796E+13;2,74796E+13;PABLINE DARES;;;;
21.116.707/0001-38;CONEXAO COSMETICOS E EMBALAGENS EIRELI;;LB 07;COMERCIO;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F21116707000138%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F21116707000138%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contabilidade@artesanalfarmacia.com.br;2,11167E+13;2,11167E+13;SEM FOLHA;;;;
43.268.412/0001-10;DESTAKK LOCACOES DE CABINES;GRUPO PC;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F43268412000110%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;09/10/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F43268412000110%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;FORMOSA;;;lucasctgladian@gmail.com;4,32684E+13;4,32684E+13;SEM FOLHA;;;;
36.941.130/0001-76;LD DISTRIBUIDORA DE MOVEIS;;LB 07;COMERCIO;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F36941130000176%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;18/06/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F36941130000176%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contabilidade01@supermedica.com.br;3,69411E+13;3,69411E+13;SEM FOLHA;;;;
19.865.022/0001-42;GMF CONSULTORIA LTDA;GRUPO MARKA DA PAZ;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F19865022000142%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F19865022000142%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;ABADIA DE GOIAS;;;contabilidademkp@outlook.com;1,9865E+13;1,9865E+13;PABLINE DARES;;;;
01.048.381/0001-41;MARKA DA PAZ INDUSTRIA E COMERCI;GRUPO MARKA DA PAZ;LB 07;IndustrIa/ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F01048381000141%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;18/04/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F01048381000141%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contabilidademkp@outlook.com;1,04838E+12;1,04838E+12;PABLINE DARES;;;;
44.345.200/0001-51;BATISTA BRANDAO NEGOCIOS E INTER;GRUPO MARKA DA PAZ;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F44345200000151%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;12/10/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F44345200000151%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;ABADIA DE GOIAS;;;contabilidademkp@outlook.com;4,43452E+13;4,43452E+13;PABLINE DARES;;;;
29.680.333/0001-90;PRIME CONSULTORIA E ASSESSORIA;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F29680333000190%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;17/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F29680333000190%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;bruno@bsbexpress.com.br;2,96803E+13;2,96803E+13;SEM FOLHA;;;;
45.853.977/0001-90;BY ME PRESENTES ARAGUAIA LTDA - GO;GRUPO BY ME;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F45853977000190%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;25/02/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F45853977000190%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contatotouchgoiania@gmail.com;4,5854E+13;4,5854E+13;STEPHANNE PEREIRA;;;;
28.890.338/0001-85;FYTONATURE COMERCIO E DISTRIBUICAO DE COSMETICOS EIRELI;GRUPO DELLA FIORE;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F28890338000185%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;13/01/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F28890338000185%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;;;;2,88903E+13;2,88903E+13;STEPHANNE PEREIRA;;;;
36.325.029/0001-90;PET FELIZ - EIRELI;;LB 07;ComErcio/ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F36325029000190%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;09/03/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F36325029000190%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;lucasadimaxx@gmail.com ;3,6325E+13;3,6325E+13;HUGO GONZAGA;;;;
46.976.292/0001-01;MR SOLUCÕES ADMINISTRATIVOS LTDA;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F46976292000101%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F46976292000101%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;dieube.rodrigues@gmail.com;4,69763E+13;4,69763E+13;SEM FOLHA;;;;
46.803.628/0001-26;RM SOLUCAO LTDA - 26;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F46803628000126%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;28/06/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F46803628000126%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;fiscal@bfdeandradehospitalar.com.br;4,68036E+13;4,68036E+13;HUGO GONZAGA;;;;
36.695.764/0001-96;RESTAURANTE BARRIGA CHEIA;;LB 07;COMERCIO;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F36695764000196%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;15/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F36695764000196%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;anaclararodriguesdasilva2424@gmail.com;3,66958E+13;3,66958E+13;WILLIAN MACHADO;;;;
39.752.457/0001-98;MAIS MEDICAL DISTRIBUIDORA HOSPITALAR LTDA;;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F39752457000198%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;27/06/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F39752457000198%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;lucianefagundesmaismedical@gmail.com;3,97525E+13;3,97525E+13;PABLINE DARES;;;;
39.519.411/0001-23;BRUNO GASPAROTI DA COSTA 7031754;;LB 07;Prestador de ServiCo;MEI;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F39519411000123%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F39519411000123%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;gasparoti@outlook.com;3,95194E+13;3,95194E+13;SEM FOLHA;;;;
33.754.598/0001-63;ANA JULIA SANCHEZ CHINIARA BATUT;;LB 07;Prestador de ServiCo;MEI;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F33754598000163%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F33754598000163%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;anabatuta01@gmail.com;3,37546E+13;3,37546E+13;SEM FOLHA;;;;
33.739.243/0001-03;CARLOS GABRIEL CARVALHO MACEDO 05506028105;;LB 07;Prestador de ServiCo;MEI;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F33739243000103%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F33739243000103%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;;3,37392E+13;3,37392E+13;SEM FOLHA;;;;
45.643.531/0001-30;L E H SERVICOS DE EMBELEZAMENTO LTDA;GUPO PARCERIA;LB 07;ComErcio/ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F45643531000130%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;07/08/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F45643531000130%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contabil0510@gmail.com;4,56435E+13;4,56435E+13;HIZA LORRANY;;;;
26.402.340/0001-32;ESCOLA PRIMEIRA INFANCIA - EPI - LTDA;;LB 07;InstituiCAo de Ensino;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F26402340000132%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;21/02/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F26402340000132%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;;2,64023E+13;2,64023E+13;WILLIAN MACHADO;;;;
22.452.450/0001-58;MEGATORQ MANUTENCAO GESTAO OTIMIZACAO LTDA;;LB 07;Prestador de ServiCo;LUCRO REAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F22452450000158%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;03/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F22452450000158%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;SENADOR CANEDO;;;;2,24525E+13;2,24525E+13;WILLIAN MACHADO;;;;
46.975.227/0001-53;BAREATO ADVOGADOS E ASSOCIADOS;;LB 07;Prestador de ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F46975227000153%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F46975227000153%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;;4,69752E+13;4,69752E+13;WILLIAN MACHADO;;;;
05.747.254/0001-91;ACADJUR - ACADEMIA DE ESTUDOS JURIDICOS LTDA;;LB 07;Prestador de ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F05747254000191%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F05747254000191%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;;5,74725E+12;5,74725E+12;SEM FOLHA;;;;
